City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,lazaro cardenas,17.9583,-102.2,79.7,64,99,1.77,MX,1681916096
366,labasa,-16.4167,179.3833,76.42,92,100,3.71,FJ,1681916096
367,tralee,52.2704,-9.7026,57.45,54,40,13.8,IE,1681916096
368,port moresby,-9.4431,147.1797,74.62,94,40,3.44,PG,1681915926
369,prince rupert,54.3161,-130.3201,42.49,79,0,9.22,CA,1681915821
370,mutsu,41.2894,141.2169,46.89,84,100,8.77,JP,1681916097
371,akdepe,42.0551,59.3788,64.49,12,18,11.45,TM,1681916097
372,alamosa,37.4695,-105.87,46.38,31,0,24.16,US,1681916097
373,hiroshima,34.3963,132.4594,62.38,99,100,1.07,JP,1681916072
374,queenstown,-31.8976,26.8753,79.43,15,0,9.01,ZA,1681916099
375,santa ana,33.7456,-117.8678,56.79,82,40,5.75,US,1681916099
376,cabedelo,-6.9811,-34.8339,88.47,70,97,7.58,BR,1681916100
377,aswan,24.0934,32.907,101.08,7,0,11.79,EG,1681916101
378,tsiombe,-25.3,45.4833,75.09,83,100,12.75,MG,1681916102
379,san bernardo del viento,9.3533,-75.9524,83.93,70,99,4.0,CO,1681916103
380,baqubah,33.7485,44.6554,88.09,19,0,7.02,IQ,1681916104
381,vahdat,38.5563,69.0135,54.34,71,40,4.47,TJ,1681916105
382,ikwiriri,-7.9562,38.9716,75.33,95,100,3.04,TZ,1681916105
383,mogocha,53.7333,119.7667,27.52,96,100,8.34,RU,1681916106
384,mana,5.6592,-53.7767,81.34,77,28,7.16,GF,1681916106
385,murghob,38.1702,73.9667,30.61,62,100,1.28,TJ,1681916107
386,polyarnyy,69.1989,33.4478,38.23,97,100,16.89,RU,1681916107
387,sola,-13.8833,167.55,81.28,72,100,2.08,VU,1681916108
388,istgah-e rah ahan-e garmsar,35.2346,52.3094,77.49,17,0,5.77,IR,1681916108
389,vredendal,-31.6683,18.5012,72.97,39,96,12.55,ZA,1681916109
390,realico,-35.0366,-64.2447,72.14,36,8,17.54,AR,1681916110
391,novo aripuana,-5.1206,-60.3797,81.5,76,100,3.62,BR,1681916112
392,markala,13.7021,-6.0659,104.9,6,100,8.21,ML,1681916112
393,qamdo,31.1667,97.2333,42.73,38,65,2.01,CN,1681916113
394,qorveh,35.1664,47.8045,61.16,33,2,7.54,IR,1681916113
395,slyudyanka,51.6594,103.7061,15.57,80,100,6.06,RU,1681916113
396,unai,-16.3575,-46.9061,90.37,39,26,10.56,BR,1681916114
397,miyako,39.6367,141.9525,46.02,80,95,3.56,JP,1681916115
398,cooper's town,26.8667,-77.5167,73.49,63,100,15.03,BS,1681916115
399,lushun,38.8,121.2667,53.82,72,73,8.68,CN,1681916080
400,isla vista,34.4133,-119.861,56.44,48,0,16.11,US,1681916116
401,dunbar,38.3606,-81.7374,68.76,43,50,1.99,US,1681916101
402,cabo san lucas,22.8909,-109.9124,73.62,69,95,7.27,MX,1681915990
403,revda,56.801,59.9303,39.2,56,19,5.23,RU,1681916117
404,suez,29.9737,32.5263,81.46,41,96,19.75,EG,1681916077
405,asaita,11.5636,41.4394,96.24,31,5,16.42,ET,1681916118
406,dashiqiao,40.6373,122.5025,60.67,38,59,9.31,CN,1681916118
407,keflavik,64.0049,-22.5624,51.71,93,100,19.57,IS,1681916119
408,usogorsk,63.4106,48.6872,34.18,90,98,4.54,RU,1681916120
409,jianjiang,26.5497,119.755,66.27,100,100,4.36,CN,1681916121
410,gatton,-27.55,152.2833,61.65,85,10,1.12,AU,1681916121
411,cafayate,-26.073,-65.9761,64.51,53,0,3.51,AR,1681915833
412,ifrane,33.3333,-5.25,62.58,42,43,19.28,MA,1681916122
413,libourne,44.9167,-0.25,74.57,46,100,6.02,FR,1681916123
414,kiunga,-6.1219,141.2906,72.28,99,77,0.69,PG,1681916124
415,fort wellington,6.4,-57.6,83.53,66,99,6.15,GY,1681916124
416,bahia blanca,-38.7196,-62.2724,62.82,54,20,5.01,AR,1681916125
417,berezovyy,51.6667,135.7,32.99,95,86,3.36,RU,1681916126
418,port arthur,38.8,121.2667,53.82,72,73,8.68,CN,1681916127
419,kodinsk,58.6881,99.1844,18.25,86,100,11.61,RU,1681916127
420,bor,56.3567,44.0669,58.93,48,57,7.63,RU,1681916128
421,hobyo,5.3505,48.5268,84.15,65,100,12.48,SO,1681916072
422,nyurba,63.2842,118.3319,5.99,96,76,3.31,RU,1681916129
423,nagqu,31.5,92.0,38.35,54,100,8.57,CN,1681916129
424,koutiala,12.3917,-5.4642,104.14,7,18,6.44,ML,1681916130
425,contai,21.7786,87.7536,83.55,85,1,13.8,IN,1681916130
426,sao jose da coroa grande,-8.8978,-35.1478,85.75,67,99,9.6,BR,1681916130
427,naze,28.3667,129.4833,63.52,94,100,20.07,JP,1681916093
428,kenai,60.5544,-151.2583,26.15,82,0,4.61,US,1681916130
429,bahia de caraquez,-0.6,-80.4167,82.58,77,100,3.91,EC,1681916131
430,kandi,11.1342,2.9386,98.04,29,90,6.67,BJ,1681916131
431,tolanaro,-25.0319,46.9987,78.87,83,40,8.05,MG,1681916131
432,kuching,1.55,110.3333,80.82,83,40,2.3,MY,1681916132
433,alappuzha,9.49,76.3264,81.0,76,14,5.99,IN,1681916132
434,santa rosa,14.3122,121.1114,86.11,80,1,4.43,PH,1681916098
435,taroa,8.7058,171.2275,80.8,81,85,15.68,MH,1681916132
436,mandalgovi,45.7625,106.2708,29.52,17,2,3.67,MN,1681916132
437,patnanungan,14.7833,122.1833,80.71,83,1,6.49,PH,1681916133
438,egilsstadir,65.2653,-14.3948,60.71,48,0,8.05,IS,1681916133
439,island harbour,50.724,-1.2758,62.64,71,1,20.36,GB,1681916133
440,noumea,-22.2763,166.4572,78.01,99,1,4.94,NC,1681916134
441,robertsport,6.7533,-11.3686,84.67,72,77,10.18,LR,1681916134
442,lucaya,26.5333,-78.6667,75.13,53,75,12.66,BS,1681916134
443,bardai,11.65,7.2333,98.85,18,83,7.78,NG,1681916135
444,williams lake,52.1415,-122.1445,29.77,94,20,3.44,CA,1681916135
445,yashkino,55.8736,85.4265,21.92,88,100,8.37,RU,1681916136
446,lodja,-3.4833,23.4333,87.85,53,99,4.72,CD,1681916114
447,dunedin,-45.8742,170.5036,54.81,95,7,1.99,NZ,1681916138
448,ubari,26.5921,12.7805,87.53,12,0,10.38,LY,1681916138
449,cidreira,-30.1811,-50.2056,66.2,41,10,21.16,BR,1681916073
450,porto murtinho,-21.6989,-57.8825,78.8,47,0,7.54,BR,1681916139
451,mirny,62.5353,113.9611,24.24,53,100,18.01,RU,1681916139
452,labrador city,52.9463,-66.9114,35.51,87,100,6.91,CA,1681916139
453,kencong,-8.2833,113.3667,77.65,89,46,1.97,ID,1681916140
454,champerico,14.3,-91.9167,82.94,61,8,4.94,GT,1681916140
455,at taraf,25.3628,49.725,73.94,31,100,11.48,SA,1681916140
456,sao felix do xingu,-6.6447,-51.995,81.73,72,100,1.99,BR,1681915899
457,suva,-18.1416,178.4415,74.68,94,20,0.0,FJ,1681916076
458,tilcara,-23.5776,-65.3509,52.74,26,1,0.74,AR,1681915867
459,ust'-kulom,61.6864,53.6902,36.37,93,20,0.4,RU,1681916141
460,valvedditturai,9.8167,80.1667,84.24,76,0,8.19,LK,1681916141
461,rosetta,31.4044,30.4164,65.8,69,87,15.55,EG,1681916142
462,yermakovskoye,53.2831,92.4003,22.62,75,91,3.42,RU,1681916142
463,santa eularia des riu,38.9846,1.5341,66.11,51,0,13.8,ES,1681916142
464,llanes,43.4198,-4.7549,61.57,70,0,5.44,ES,1681916142
465,luganville,-15.5333,167.1667,76.78,87,86,1.63,VU,1681916143
466,juuka,63.2333,29.25,36.3,100,100,5.64,FI,1681916143
467,ola,59.5833,151.2833,24.73,75,100,10.42,RU,1681916143
468,puerto leguizamo,-0.1934,-74.7819,87.24,57,83,4.92,CO,1681916143
469,san rafael,-34.6177,-68.3301,72.77,22,1,1.68,AR,1681916144
470,tripoli,32.8752,13.1875,76.48,45,60,11.48,LY,1681916077
471,veydelevka,50.1521,38.4492,56.14,55,100,13.29,RU,1681916144
472,pointe-noire,-4.7761,11.8635,87.87,79,20,11.5,CG,1681916145
473,ulladulla,-35.35,150.4667,60.76,83,100,13.24,AU,1681916145
474,tvoroyri,61.5556,-6.8111,46.85,83,25,15.37,FO,1681916148
475,baiyin,36.5583,104.2081,50.13,23,84,20.22,CN,1681916148
476,dzhalagash,45.0833,64.6667,55.15,17,5,11.88,KZ,1681916149
477,cill airne,52.05,-9.5167,57.25,54,40,13.8,IE,1681916149
478,acapulco de juarez,16.8634,-99.8901,82.63,65,100,0.83,MX,1681916043
479,daru,-9.0763,143.2092,78.22,83,85,5.12,PG,1681916149
480,rifle,39.5347,-107.7831,38.1,52,100,17.27,US,1681916150
481,amparafaravola,-17.5833,48.2167,68.58,91,54,5.1,MG,1681916151
482,petrosino,37.7077,12.4999,70.86,56,1,4.7,IT,1681916151
483,kalmunai,7.4167,81.8167,83.16,75,7,11.65,LK,1681916151
484,filipstad,59.7124,14.1683,56.77,31,4,7.7,SE,1681916151
485,saint-louis du nord,19.9333,-72.7167,80.69,71,3,5.77,HT,1681916152
486,bonanza,14.0289,-84.591,80.74,62,98,2.57,NI,1681916152
487,alesund,62.4723,6.1549,61.72,62,0,11.5,NO,1681916152
488,itoman,26.1247,127.6694,71.62,94,75,5.75,JP,1681916152
489,marsh harbour,26.5412,-77.0636,74.08,65,100,14.14,BS,1681916152
490,boende,-0.2167,20.8667,93.83,38,100,1.88,CD,1681916152
491,santarem,-2.4431,-54.7083,82.53,83,75,2.3,BR,1681916008
492,namp'o,38.7375,125.4078,56.64,59,1,1.25,KP,1681916153
493,coronel suarez,-37.4547,-61.9334,61.12,42,2,17.67,AR,1681916153
494,aginskoye,51.1,114.53,21.45,43,32,29.26,RU,1681916153
495,kulhudhuffushi,6.6221,73.07,84.33,69,2,0.98,MV,1681916153
496,merizo village,13.2658,144.6691,81.16,82,93,12.57,GU,1681916154
497,torres,-29.3353,-49.7269,66.83,38,5,14.2,BR,1681915928
498,xalisco,21.4531,-104.8993,75.94,29,92,1.45,MX,1681916154
499,cedeira,43.6797,-8.0209,68.99,76,25,16.69,ES,1681916154
500,gamba,-2.65,10.0,84.31,75,75,7.31,GA,1681916154
501,pikalevo,59.5183,34.1664,51.46,45,20,6.42,RU,1681916154
502,maturin,9.75,-63.1767,84.04,65,60,11.5,VE,1681916155
503,corner brook,48.9667,-57.9484,44.76,85,94,10.22,CA,1681916155
504,horta,38.5333,-28.6333,58.64,92,75,20.71,PT,1681916155
505,tromso,69.6496,18.957,46.38,81,75,6.91,NO,1681916155
506,pangkalpinang,-2.1333,106.1333,79.75,86,89,4.81,ID,1681916155
507,mers el kebir,35.7279,-0.7081,70.45,60,75,16.11,DZ,1681916156
508,playa blanca,28.8643,-13.8281,75.4,73,12,17.09,ES,1681916156
509,numaligarh,26.6333,93.75,89.73,24,95,0.43,IN,1681916156
510,brownwood,31.7093,-98.9912,77.0,70,75,16.11,US,1681915922
511,mejit,10.2753,170.8646,80.04,81,100,19.57,MH,1681916156
512,levoca,49.0217,20.5921,53.73,77,90,5.41,SK,1681916157
513,jayapura,-2.5333,140.7,78.19,89,99,6.89,ID,1681916157
514,castro,-24.7911,-50.0119,63.32,54,0,13.35,BR,1681916157
515,kailua-kona,19.6406,-155.9956,78.76,81,0,9.22,US,1681916157
516,pahrump,36.2083,-115.9839,52.25,23,0,11.01,US,1681916157
517,price,39.5994,-110.8107,34.12,31,100,10.36,US,1681916157
518,alpine,32.835,-116.7664,50.99,77,20,0.0,US,1681916158
519,borogontsy,62.6683,131.1683,26.94,96,100,4.5,RU,1681916158
520,ushirombo,-3.4919,31.9639,72.27,83,92,4.03,TZ,1681916158
521,yuzhno-kurilsk,44.0306,145.8556,38.12,78,13,5.7,RU,1681916158
522,abony,47.1899,20.0048,62.13,61,0,4.61,HU,1681916159
523,dien bien phu,21.3833,103.0167,80.22,31,0,2.82,VN,1681916159
524,viisoara,46.55,23.9167,61.95,65,76,6.76,RO,1681916159
525,kaoma,-14.7833,24.8,80.51,42,93,4.83,ZM,1681916130
526,huanren,41.2647,125.3667,57.18,40,100,7.43,CN,1681916160
527,tottori,35.5,134.2333,60.75,94,100,5.84,JP,1681916160
528,inhambane,-23.865,35.3833,80.58,61,20,5.01,MZ,1681916160
529,cururupu,-1.8283,-44.8683,82.6,72,100,2.21,BR,1681916160
530,mahanoro,-19.9,48.8,76.26,87,67,4.7,MG,1681916160
531,adra,36.7496,-3.0206,76.39,63,94,4.76,ES,1681916161
532,chennai,13.0878,80.2785,87.78,88,0,4.61,IN,1681915930
533,vila velha,-20.3297,-40.2925,89.94,67,20,10.0,BR,1681916161
534,mineros,-17.1167,-63.2333,66.33,96,100,8.86,BO,1681916161
535,darovskoy,58.77,47.9564,52.48,42,76,3.4,RU,1681916161
536,yamada,39.4667,141.95,46.13,81,99,3.83,JP,1681916162
537,khoyniki,51.8911,29.9552,55.18,60,100,8.39,BY,1681916162
538,khuzdar,27.7384,66.6434,71.76,20,0,11.25,PK,1681916163
539,narvik,68.4384,17.4272,45.37,96,100,4.34,NO,1681916163
540,urengoy,65.9667,78.3667,14.74,95,100,4.21,RU,1681916164
541,zabid,14.1951,43.3152,88.59,54,5,16.31,YE,1681916164
542,roma,43.2128,-75.4557,38.73,86,100,14.97,US,1681916140
543,san carlos,9.6612,-68.5827,89.06,42,100,2.86,VE,1681916165
544,moberly,39.4184,-92.4382,69.93,52,0,16.11,US,1681916165
545,eyl,7.9803,49.8164,84.07,63,11,12.93,SO,1681916165
546,inari,68.906,27.0288,50.2,81,100,12.06,FI,1681916166
547,gaiman,-43.2897,-65.4929,72.19,42,22,22.08,AR,1681916166
548,omidiyeh,30.7597,49.705,94.87,20,0,13.8,IR,1681916166
549,fort st. john,56.2499,-120.8529,33.69,86,75,9.22,CA,1681916175
550,viedma,-40.8135,-62.9967,63.64,48,23,10.18,AR,1681916175
551,novaya igirma,57.1334,103.9112,17.67,84,100,8.43,RU,1681916175
552,ezhva,61.8128,50.7283,53.38,19,0,2.24,RU,1681916176
553,slave lake,55.2834,-114.769,33.78,86,100,4.61,CA,1681916176
554,manokwari,-0.8667,134.0833,78.55,83,97,5.79,ID,1681916144
555,lhokseumawe,5.1801,97.1507,81.5,83,96,6.76,ID,1681916177
556,st. john's,47.5649,-52.7093,38.79,84,100,20.71,CA,1681915960
557,mabaruma,8.2,-59.7833,88.9,50,95,6.62,GY,1681916178
558,tomatlan,19.9333,-105.25,80.02,42,75,0.6,MX,1681916178
